sample,piece,field,analysis,XCO2(mol%),XN2(mol%),XCH4(mol%),area_CO2_v1,area_CO2_v2,area_N2,area_CH4,CO2_v1_mol,CO2_v2_mol,N2_mol,CH4_mol,laser,rest,cross_section_CO2_v1,cross_section_CO2_v2,cross_section_N2,cross_section_CH4
BU18FA19(2),A,ff1,fi09,0.954,0.046,0.0,12783.508405539033,20849.537924368167,1283.3441222204635,0.0,12783.508405539033,13899.691949578779,1283.3441222204635,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_ld_h100um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19(2),A,ff1b,fi01,0.953,0.047,0.0,53461.91711461051,0.0,2648.898128757688,0.0,53461.91711461051,0.0,2648.898128757688,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19(2),A,ff1b,fi01,0.975,0.025,0.0,7582.341429530561,11688.088452527925,398.14049743121234,0.0,7582.341429530561,7792.05896835195,398.14049743121234,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_ld_h100um_30sx2_02,1.0,1.5,1.0,7.5
BU18FA19(2),A,ff2,fi01,0.935,0.065,0.0,104743.18218237285,0.0,7282.3960502551445,0.0,104743.18218237285,0.0,7282.3960502551445,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19(2),A,ff2,fi01,0.961,0.039,0.0,13580.852983999432,22382.2085304054,1168.4517232563683,0.0,13580.852983999432,14921.472353603602,1168.4517232563683,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_ld_h100um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19(2),A,ff2,fi02,0.928,0.072,0.0,52242.51943088055,0.0,4063.465477522283,0.0,52242.51943088055,0.0,4063.465477522283,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19(2),A,ff2,fi02,0.963,0.037,0.0,1789.8786237312495,2815.285776954132,139.74154502434305,0.0,1789.8786237312495,1876.857184636088,139.74154502434305,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19(2),A,ff2,fi03,0.949,0.05,0.001,26972.059996262153,0.0,1421.7372563839251,156.95173955765904,26972.059996262153,0.0,1421.7372563839251,20.92689860768787,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19(2),A,ff2,fi03,0.97,0.03,0.0,1927.0136298703403,2874.4206208127985,117.93876489855653,0.0,1927.0136298703403,1916.280413875199,117.93876489855653,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_ld_h100um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19(2),A,ff2,fi05,0.927,0.073,0.0,77682.36942147058,0.0,6110.146171389353,0.0,77682.36942147058,0.0,6110.146171389353,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19(2),A,ff2,fi05,0.958,0.042,0.0,5457.786790067308,8563.67514949725,486.077123444412,0.0,5457.786790067308,5709.1167663315,486.077123444412,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_ld_h100um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19(2),A,ff2b,fi01,0.906,0.094,0.0,56283.810434431594,0.0,5811.163283152504,9.817309969958313,56283.810434431594,0.0,5811.163283152504,1.3089746626611083,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19(2),A,ff2b,fi01,0.954,0.046,0.0,6198.188067087862,9800.472097477523,619.4334391851542,0.0,6198.188067087862,6533.6480649850155,619.4334391851542,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_ld_h100um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19(2),A,ff2b,fi02,0.908,0.092,0.0,58806.05795635142,0.0,5971.640850170435,0.0,58806.05795635142,0.0,5971.640850170435,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19(2),A,ff2b,fi02,0.947,0.053,0.0,6081.525626811766,9697.526686593628,702.28300040855,0.0,6081.525626811766,6465.017791062419,702.28300040855,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_ld_h100um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19(2),A,ff2b,fi03,0.947,0.053,0.0,43076.40067712217,0.0,2415.2582563249703,0.0,43076.40067712217,0.0,2415.2582563249703,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19(2),A,ff2b,fi03,0.962,0.038,0.0,3863.0660588048345,6362.674175788779,317.31941316700403,0.0,3863.0660588048345,4241.782783859187,317.31941316700403,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_ld_h100um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19(2),A,ff2b,fi04,0.911,0.089,0.0,59035.46742752996,0.0,5750.756573428429,8.505658349406994,59035.46742752996,0.0,5750.756573428429,1.1340877799209326,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19(2),A,ff2b,fi04,0.944,0.056,0.0,3544.229924615523,5867.226863973282,440.1778828819511,0.0,3544.229924615523,3911.484575982188,440.1778828819511,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19(2),A,ff2b,fi05,0.948,0.052,0.0,86775.73271173397,0.0,4737.474674482116,0.0,86775.73271173397,0.0,4737.474674482116,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19(2),A,ff2b,fi05,0.971,0.029,0.0,8708.449980285894,14338.182495287614,537.390620790236,0.0,8708.449980285894,9558.788330191743,537.390620790236,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_ld_h100um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19,A,ff07a,fi01,0.913,0.087,0.0,39798.519538119246,0.0,3785.375290749619,0.0,39798.519538119246,0.0,3785.375290749619,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,A,ff07a,fi02,0.881,0.119,0.0,1655.7344477462862,25.263319533803895,226.30500640086154,0.0,1655.7344477462862,16.84221302253593,226.30500640086154,0.0,532,v_150 (500nm)_532nm_edge_10%_x100_vis_ld_h50um_20sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,A,ff07a,fi03,0.874,0.126,0.0,31323.35035018417,0.0,4507.010721751733,0.0,31323.35035018417,0.0,4507.010721751733,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,A,ff07a,fi04,0.873,0.127,0.0,30764.09981532509,0.0,4489.229132041012,0.0,30764.09981532509,0.0,4489.229132041012,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,A,ff07a,fi05,0.88,0.119,0.001,32617.31772588346,0.0,4420.1799599497635,206.9591050358832,32617.31772588346,0.0,4420.1799599497635,27.59454733811776,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,A,ff07a,fi06,0.886,0.113,0.001,33362.193779335634,0.0,4265.024255062909,354.79059790558244,33362.193779335634,0.0,4265.024255062909,47.30541305407766,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,A,ff07a,fi07,0.876,0.124,0.0,22688.92438691685,0.0,3206.9460119517325,0.0,22688.92438691685,0.0,3206.9460119517325,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,A,ff07a,fi08,0.881,0.119,0.0,41403.88347249884,0.0,5597.822342920628,0.0,41403.88347249884,0.0,5597.822342920628,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_30sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,A,ff07b,fi01,0.94,0.06,0.0,3870.451677025614,12133.045599021318,758.6562572360268,0.0,3870.451677025614,8088.6970660142115,758.6562572360268,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,A,ff07b,fi02,0.966,0.034,0.0,8608.522515817198,18019.368583389805,731.0311797224316,0.0,8608.522515817198,12012.912388926537,731.0311797224316,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,A,ff07b,fi03,0.926,0.074,0.0,2510.3450087789724,12041.660695738281,836.5487843929205,0.0,2510.3450087789724,8027.773797158854,836.5487843929205,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,A,ff07b,fi04,0.925,0.075,0.0,3892.693520413121,15296.122602405045,1139.5248183575904,0.0,3892.693520413121,10197.41506827003,1139.5248183575904,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,A,ff07b,fi05,0.94,0.06,0.0,11263.464512961069,22909.065635957395,1701.9804921286116,0.0,11263.464512961069,15272.710423971597,1701.9804921286116,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,A,ff07b,fi06,0.938,0.062,0.0,13861.131889626098,29545.905044547228,2210.961275658276,74.26005975032761,13861.131889626098,19697.270029698153,2210.961275658276,9.901341300043681,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,A,ff07b,fi06,0.937,0.063,0.0,2343.1686789176856,5705.267329510718,410.2942534636924,0.0,2343.1686789176856,3803.5115530071453,410.2942534636924,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_ld_h50um_60sx2_01,1.0,1.5,1.0,7.5
BU18FA19,A,ff07b,fi07,0.931,0.068,0.001,17309.84290906176,32554.46284002366,2858.9689583131494,163.3432218677923,17309.84290906176,21702.97522668244,2858.9689583131494,21.77909624903897,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,A,ff07b,fi08,0.906,0.094,0.0,1301.53903811921,12331.22524404142,985.5994023845869,0.0,1301.53903811921,8220.816829360947,985.5994023845869,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,A,ff07b,fi09,0.932,0.068,0.0,23979.669133826024,37456.938825465484,3573.632082564355,0.0,23979.669133826024,24971.29255031032,3573.632082564355,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,A,ff07b,fi010,0.91,0.088,0.002,9992.558658143505,17206.617940685035,2076.1884050926524,291.4838874833046,9992.558658143505,11471.078627123357,2076.1884050926524,38.864518331107284,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,A,ff07b,fi011,0.864,0.136,0.0,6847.357240098858,8330.435353512996,1946.461930891834,0.0,6847.357240098858,5553.623569008664,1946.461930891834,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_ld_h50um_15sx2_01_0,1.0,1.5,1.0,7.5
BU18FA19,B,ff1,fi01,0.999,0.0,0.001,315.31527513725723,22798.878277835018,0.0,93.9448227240108,315.31527513725723,15199.252185223346,0.0,12.52597636320144,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h30um_15sx2_01,1.0,1.5,1.0,7.5
BU18FA19,B,ff1,fi01,1.0,0.0,0.0,1367.915367939134,2113.5812573307644,0.0,0.0,1367.915367939134,1409.054171553843,0.0,0.0,532,v_1800 (450-850nm)_532nm_edge_100%_x100_vis_h30um_30sx2_01,1.0,1.5,1.0,7.5
BU18FA19,B,ff1,fi02,1.0,0.0,0.0,50968.938510523156,98145.28903557871,0.0,96.93956740738791,50968.938510523156,65430.192690385804,0.0,12.925275654318389,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01,1.0,1.5,1.0,7.5
BU18FA19,B,ff1,fi03,0.9,0.1,0.0,16422.80391803336,5112.487826138874,2210.608519572105,0.0,16422.80391803336,3408.325217425916,2210.608519572105,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01,1.0,1.5,1.0,7.5
BU18FA19,B,ff1,fi04,0.91,0.09,0.0,59459.09627660058,19600.074259615823,7139.633726506209,0.0,59459.09627660058,13066.716173077215,7139.633726506209,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01,1.0,1.5,1.0,7.5
BU18FA19,B,ff1,fi05,0.923,0.077,0.0,41643.44934585392,0.0,3498.45725121034,0.0,41643.44934585392,0.0,3498.45725121034,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01,1.0,1.5,1.0,7.5
BU18FA19,B,ff1,fi06,0.878,0.122,0.0,10669.03901635861,0.0,1486.9386529524722,0.0,10669.03901635861,0.0,1486.9386529524722,0.0,532,v_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01,1.0,1.5,1.0,7.5
BU18FA19,B,ff1,fi07,0.861,0.137,0.003,7397.592055916624,0.0,1173.9871360372335,179.85657151860875,7397.592055916624,0.0,1173.9871360372335,23.980876202481166,532,v-2_150 (500nm)_532nm_edge_100%_x100_vis_h50um_15sx2_01,1.0,1.5,1.0,7.5
